Original Ljung-Box p-value,First Order Ljung-Box p-value,Second Order Ljung-Box p-value,Remainder Ljung-Box p-value,Original ADF p-value,First Order ADF p-value,Second Order ADF p-value,Mean Squared Error,AIC
4.709690410712021e-16,0.008576035664204592,8.341625345569626e-09,0.8995096420118408,0.32777762531437726,1.6408522350646525e-08,1.6936154723926158e-07,0.015248961098871756,-129.2888728055915
